"КодЗаказа";"ДатаИсполнения";"стоимость";"СтранаПолучателя";"Марка";"Категория";"странаПоставщика";"КодСотрудника"
10296;11.9.1996 0:00:00;2016,00;"Венесуэлла";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";6
10327;14.10.1996 0:00:00;6719,99;"Швеция";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";2
10353;25.11.1996 0:00:00;1612,79;"Австрия";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";7
10365;2.12.1996 0:00:00;4032,00;"Мексика";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";3
10407;30.1.1997 0:00:00;5040,00;"Германия";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";2
10434;13.2.1997 0:00:00;1008,00;"Швеция";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";3
10442;18.2.1997 0:00:00;5040,00;"Австрия";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";3
10443;14.2.1997 0:00:00;806,39;"Италия";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";8
10466;13.3.1997 0:00:00;1680,00;"Бразилия";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";4
10486;2.4.1997 0:00:00;840,00;"Венесуэлла";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";1
10489;9.4.1997 0:00:00;1890,00;"Австрия";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";6
10528;9.5.1997 0:00:00;630,00;"США";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";6
10535;21.5.1997 0:00:00;9449,99;"Мексика";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";4
10542;26.5.1997 0:00:00;2992,49;"Германия";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";1
10545;26.6.1997 0:00:00;2100,00;"США";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";8
10553;3.6.1997 0:00:00;3150,00;"Финляндия";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";2
10566;18.6.1997 0:00:00;6247,49;"Франция";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";9
10570;19.6.1997 0:00:00;2992,49;"Канада";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";3
10614;1.8.1997 0:00:00;2940,00;"Германия";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";8
10637;26.8.1997 0:00:00;2100,00;"Бразилия";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";6
10698;17.10.1997 0:00:00;3150,00;"Австрия";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";4
10726;5.12.1997 0:00:00;1050,00;"Великобритания";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";4
10770;17.12.1997 0:00:00;2362,50;"Бразилия";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";8
10797;5.1.1998 0:00:00;4200,00;"Германия";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";7
10800;5.1.1998 0:00:00;9449,99;"Великобритания";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";1
10823;13.1.1998 0:00:00;3779,99;"Венесуэлла";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";5
10842;29.1.1998 0:00:00;3150,00;"Мексика";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";1
10862;2.2.1998 0:00:00;5250,00;"Германия";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";8
10869;9.2.1998 0:00:00;2100,00;"Великобритания";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";5
10889;23.2.1998 0:00:00;8400,00;"США";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";9
10912;18.3.1998 0:00:00;6300,00;"Ирландия";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";2
10926;11.3.1998 0:00:00;420,00;"Мексика";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";4
10944;13.3.1998 0:00:00;787,50;"Канада";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";6
10986;21.4.1998 0:00:00;6300,00;"Аргентина";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";8
10989;2.4.1998 0:00:00;3150,00;"Бразилия";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";2
11043;29.4.1998 0:00:00;2100,00;"Франция";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";5
11073;;2100,00;"Мексика";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";2
10266;31.7.1996 0:00:00;3465,59;"Финляндия";"Gumbar Gummibarchen";"Кондитерские изделия";"Россия";3
10439;10.2.1997 0:00:00;4560,00;"Канада";"Gumbar Gummibarchen";"Кондитерские изделия";"Россия";6
10536;6.6.1997 0:00:00;4275,00;"Германия";"Gumbar Gummibarchen";"Кондитерские изделия";"Россия";3
10543;23.5.1997 0:00:00;9689,99;"Венесуэлла";"Gumbar Gummibarchen";"Кондитерские изделия";"Россия";8
10633;18.8.1997 0:00:00;11627,99;"Австрия";"Gumbar Gummibarchen";"Кондитерские изделия";"Россия";7
10678;16.10.1997 0:00:00;38000,00;"США";"Gumbar Gummibarchen";"Кондитерские изделия";"Россия";7
10695;14.10.1997 0:00:00;1520,00;"Финляндия";"Gumbar Gummibarchen";"Кондитерские изделия";"Россия";7
10718;29.10.1997 0:00:00;13680,00;"Германия";"Gumbar Gummibarchen";"Кондитерские изделия";"Россия";1
10968;1.4.1998 0:00:00;11400,00;"Австрия";"Gumbar Gummibarchen";"Кондитерские изделия";"Россия";1
10979;31.3.1998 0:00:00;7600,00;"Австрия";"Gumbar Gummibarchen";"Кондитерские изделия";"Россия";8
11018;16.4.1998 0:00:00;7600,00;"США";"Gumbar Gummibarchen";"Кондитерские изделия";"Россия";4
11046;24.4.1998 0:00:00;7219,99;"Германия";"Gumbar Gummibarchen";"Кондитерские изделия";"Россия";8
11049;4.5.1998 0:00:00;1215,99;"Бразилия";"Gumbar Gummibarchen";"Кондитерские изделия";"Россия";3
11077;;721,99;"США";"Gumbar Gummibarchen";"Кондитерские изделия";"Россия";1
10276;14.8.1996 0:00:00;480,00;"Мексика";"Schoggi Schokolade";"Кондитерские изделия";"Россия";8
10291;4.9.1996 0:00:00;863,99;"Бразилия";"Schoggi Schokolade";"Кондитерские изделия";"Россия";6
10325;14.10.1996 0:00:00;576,00;"Германия";"Schoggi Schokolade";"Кондитерские изделия";"Россия";1
10383;18.12.1996 0:00:00;960,00;"Великобритания";"Schoggi Schokolade";"Кондитерские изделия";"Россия";4
10391;31.12.1996 0:00:00;864,00;"Германия";"Schoggi Schokolade";"Кондитерские изделия";"Россия";3
10394;3.1.1997 0:00:00;480,00;"США";"Schoggi Schokolade";"Кондитерские изделия";"Россия";1
10420;27.1.1997 0:00:00;86,39;"Бразилия";"Schoggi Schokolade";"Кондитерские изделия";"Россия";3
10462;18.3.1997 0:00:00;48,00;"Великобритания";"Schoggi Schokolade";"Кондитерские изделия";"Россия";2
10508;13.5.1997 0:00:00;600,00;"Германия";"Schoggi Schokolade";"Кондитерские изделия";"Россия";1
10526;15.5.1997 0:00:00;600,00;"Финляндия";"Schoggi Schokolade";"Кондитерские изделия";"Россия";4
10539;23.5.1997 0:00:00;480,00;"Великобритания";"Schoggi Schokolade";"Кондитерские изделия";"Россия";6
10601;22.7.1997 0:00:00;3600,00;"Венесуэлла";"Schoggi Schokolade";"Кондитерские изделия";"Россия";7
10613;1.8.1997 0:00:00;431,99;"Венесуэлла";"Schoggi Schokolade";"Кондитерские изделия";"Россия";4
10633;18.8.1997 0:00:00;662,99;"Австрия";"Schoggi Schokolade";"Кондитерские изделия";"Россия";7
10737;18.11.1997 0:00:00;240,00;"Франция";"Schoggi Schokolade";"Кондитерские изделия";"Россия";2
10746;21.11.1997 0:00:00;360,00;"Швейцария";"Schoggi Schokolade";"Кондитерские изделия";"Россия";1
10799;5.1.1998 0:00:00;1019,99;"Германия";"Schoggi Schokolade";"Кондитерские изделия";"Россия";9
10810;7.1.1998 0:00:00;420,00;"Канада";"Schoggi Schokolade";"Кондитерские изделия";"Россия";2
10829;23.1.1998 0:00:00;600,00;"Великобритания";"Schoggi Schokolade";"Кондитерские изделия";"Россия";9
10832;19.1.1998 0:00:00;143,99;"Франция";"Schoggi Schokolade";"Кондитерские изделия";"Россия";2
10837;23.1.1998 0:00:00;360,00;"Швеция";"Schoggi Schokolade";"Кондитерские изделия";"Россия";9
10854;5.2.1998 0:00:00;3314,99;"Австрия";"Schoggi Schokolade";"Кондитерские изделия";"Россия";3
10894;20.2.1998 0:00:00;1595,99;"США";"Schoggi Schokolade";"Кондитерские изделия";"Россия";1
10898;6.3.1998 0:00:00;300,00;"Аргентина";"Schoggi Schokolade";"Кондитерские изделия";"Россия";4
10903;4.3.1998 0:00:00;2400,00;"Бразилия";"Schoggi Schokolade";"Кондитерские изделия";"Россия";3
10926;11.3.1998 0:00:00;600,00;"Мексика";"Schoggi Schokolade";"Кондитерские изделия";"Россия";4
10931;19.3.1998 0:00:00;2141,99;"Швейцария";"Schoggi Schokolade";"Кондитерские изделия";"Россия";4
10938;16.3.1998 0:00:00;900,00;"Германия";"Schoggi Schokolade";"Кондитерские изделия";"Россия";3
10940;23.3.1998 0:00:00;1200,00;"Франция";"Schoggi Schokolade";"Кондитерские изделия";"Россия";8
10943;19.3.1998 0:00:00;900,00;"Великобритания";"Schoggi Schokolade";"Кондитерские изделия";"Россия";4
10945;18.3.1998 0:00:00;1200,00;"Германия";"Schoggi Schokolade";"Кондитерские изделия";"Россия";4
10962;23.3.1998 0:00:00;4620,00;"Германия";"Schoggi Schokolade";"Кондитерские изделия";"Россия";8
10983;6.4.1998 0:00:00;4283,99;"США";"Schoggi Schokolade";"Кондитерские изделия";"Россия";2
11002;16.4.1998 0:00:00;3360,00;"США";"Schoggi Schokolade";"Кондитерские изделия";"Россия";4
11025;24.4.1998 0:00:00;1079,99;"Финляндия";"Schoggi Schokolade";"Кондитерские изделия";"Россия";6
11031;24.4.1998 0:00:00;4800,00;"США";"Schoggi Schokolade";"Кондитерские изделия";"Россия";6
11036;22.4.1998 0:00:00;420,00;"Германия";"Schoggi Schokolade";"Кондитерские изделия";"Россия";8
11059;;1800,00;"Бразилия";"Schoggi Schokolade";"Кондитерские изделия";"Россия";2
11071;;569,99;"Венесуэлла";"Schoggi Schokolade";"Кондитерские изделия";"Россия";1
11077;;240,00;"США";"Schoggi Schokolade";"Кондитерские изделия";"Россия";1
10251;15.7.1996 0:00:00;957,59;"Франция";"Scottish Longbreads";"Кондитерские изделия";"Великобритания";3
10435;7.2.1997 0:00:00;2016,00;"Великобритания";"Scottish Longbreads";"Кондитерские изделия";"Великобритания";8
10553;3.6.1997 0:00:00;5040,00;"Финляндия";"Scottish Longbreads";"Кондитерские изделия";"Великобритания";2
10603;8.8.1997 0:00:00;10080,00;"США";"Scottish Longbreads";"Кондитерские изделия";"Великобритания";8
10619;7.8.1997 0:00:00;8400,00;"Канада";"Scottish Longbreads";"Кондитерские изделия";"Великобритания";3
10635;21.8.1997 0:00:00;8400,00;"Италия";"Scottish Longbreads";"Кондитерские изделия";"Великобритания";8
10648;9.9.1997 0:00:00;3150,00;"Бразилия";"Scottish Longbreads";"Кондитерские изделия";"Великобритания";5
10651;11.9.1997 0:00:00;3150,00;"Германия";"Scottish Longbreads";"Кондитерские изделия";"Великобритания";8
10692;13.10.1997 0:00:00;11250,00;"Бельгия";"Scottish Longbreads";"Кондитерские изделия";"Великобритания";8
10763;8.12.1997 0:00:00;1260,00;"Франция";"Scottish Longbreads";"Кондитерские изделия";"Великобритания";3
10768;15.12.1997 0:00:00;840,00;"Великобритания";"Scottish Longbreads";"Кондитерские изделия";"Великобритания";3
10836;21.1.1998 0:00:00;10920,00;"Австрия";"Scottish Longbreads";"Кондитерские изделия";"Великобритания";7
10844;26.1.1998 0:00:00;7350,00;"Австрия";"Scottish Longbreads";"Кондитерские изделия";"Великобритания";8
10943;19.3.1998 0:00:00;4410,00;"Великобритания";"Scottish Longbreads";"Кондитерские изделия";"Великобритания";4
11001;14.4.1998 0:00:00;5250,00;"Швеция";"Scottish Longbreads";"Кондитерские изделия";"Великобритания";2
10403;9.1.1997 0:00:00;6068,99;"Австрия";"Zaanse koeken";"Кондитерские изделия";"Нидерланды";4
10453;26.2.1997 0:00:00;1376,99;"Великобритания";"Zaanse koeken";"Кондитерские изделия";"Нидерланды";1
