КодЗаказа|ДатаРазмещения|Стоимость|СтранаПолучателя|Марка|Категория|странаПоставщика|КодСотрудника
10442|11.2.1997 0:00:00|5040,00|Австрия|NuNuCa Nuss-Nougat-Creme|Кондитерские изделия|Россия|3
10443|12.2.1997 0:00:00|806,39|Италия|NuNuCa Nuss-Nougat-Creme|Кондитерские изделия|Россия|8
10466|6.3.1997 0:00:00|1680,00|Бразилия|NuNuCa Nuss-Nougat-Creme|Кондитерские изделия|Россия|4
10486|26.3.1997 0:00:00|840,00|Венесуэлла|NuNuCa Nuss-Nougat-Creme|Кондитерские изделия|Россия|1
10489|28.3.1997 0:00:00|1890,00|Австрия|NuNuCa Nuss-Nougat-Creme|Кондитерские изделия|Россия|6
10528|6.5.1997 0:00:00|630,00|США|NuNuCa Nuss-Nougat-Creme|Кондитерские изделия|Россия|6
10535|13.5.1997 0:00:00|9449,99|Мексика|NuNuCa Nuss-Nougat-Creme|Кондитерские изделия|Россия|4
10542|20.5.1997 0:00:00|2992,49|Германия|NuNuCa Nuss-Nougat-Creme|Кондитерские изделия|Россия|1
10545|22.5.1997 0:00:00|2100,00|США|NuNuCa Nuss-Nougat-Creme|Кондитерские изделия|Россия|8
10553|30.5.1997 0:00:00|3150,00|Финляндия|NuNuCa Nuss-Nougat-Creme|Кондитерские изделия|Россия|2
10566|12.6.1997 0:00:00|6247,49|Франция|NuNuCa Nuss-Nougat-Creme|Кондитерские изделия|Россия|9
10570|17.6.1997 0:00:00|2992,49|Канада|NuNuCa Nuss-Nougat-Creme|Кондитерские изделия|Россия|3
10614|29.7.1997 0:00:00|2940,00|Германия|NuNuCa Nuss-Nougat-Creme|Кондитерские изделия|Россия|8
10637|19.8.1997 0:00:00|2100,00|Бразилия|NuNuCa Nuss-Nougat-Creme|Кондитерские изделия|Россия|6
10698|9.10.1997 0:00:00|3150,00|Австрия|NuNuCa Nuss-Nougat-Creme|Кондитерские изделия|Россия|4
10726|3.11.1997 0:00:00|1050,00|Великобритания|NuNuCa Nuss-Nougat-Creme|Кондитерские изделия|Россия|4
10770|9.12.1997 0:00:00|2362,50|Бразилия|NuNuCa Nuss-Nougat-Creme|Кондитерские изделия|Россия|8
10797|25.12.1997 0:00:00|4200,00|Германия|NuNuCa Nuss-Nougat-Creme|Кондитерские изделия|Россия|7
10800|26.12.1997 0:00:00|9449,99|Великобритания|NuNuCa Nuss-Nougat-Creme|Кондитерские изделия|Россия|1
10823|9.1.1998 0:00:00|3779,99|Венесуэлла|NuNuCa Nuss-Nougat-Creme|Кондитерские изделия|Россия|5
10842|20.1.1998 0:00:00|3150,00|Мексика|NuNuCa Nuss-Nougat-Creme|Кондитерские изделия|Россия|1
10862|30.1.1998 0:00:00|5250,00|Германия|NuNuCa Nuss-Nougat-Creme|Кондитерские изделия|Россия|8
10869|4.2.1998 0:00:00|2100,00|Великобритания|NuNuCa Nuss-Nougat-Creme|Кондитерские изделия|Россия|5
10889|16.2.1998 0:00:00|8400,00|США|NuNuCa Nuss-Nougat-Creme|Кондитерские изделия|Россия|9
10912|26.2.1998 0:00:00|6300,00|Ирландия|NuNuCa Nuss-Nougat-Creme|Кондитерские изделия|Россия|2
10926|4.3.1998 0:00:00|420,00|Мексика|NuNuCa Nuss-Nougat-Creme|Кондитерские изделия|Россия|4
10944|12.3.1998 0:00:00|787,50|Канада|NuNuCa Nuss-Nougat-Creme|Кондитерские изделия|Россия|6
10986|30.3.1998 0:00:00|6300,00|Аргентина|NuNuCa Nuss-Nougat-Creme|Кондитерские изделия|Россия|8
10989|31.3.1998 0:00:00|3150,00|Бразилия|NuNuCa Nuss-Nougat-Creme|Кондитерские изделия|Россия|2
11043|22.4.1998 0:00:00|2100,00|Франция|NuNuCa Nuss-Nougat-Creme|Кондитерские изделия|Россия|5
11073|5.5.1998 0:00:00|2100,00|Мексика|NuNuCa Nuss-Nougat-Creme|Кондитерские изделия|Россия|2
10266|26.7.1996 0:00:00|3465,59|Финляндия|Gumbar Gummibarchen|Кондитерские изделия|Россия|3
10439|7.2.1997 0:00:00|4560,00|Канада|Gumbar Gummibarchen|Кондитерские изделия|Россия|6
10536|14.5.1997 0:00:00|4275,00|Германия|Gumbar Gummibarchen|Кондитерские изделия|Россия|3
10543|21.5.1997 0:00:00|9689,99|Венесуэлла|Gumbar Gummibarchen|Кондитерские изделия|Россия|8
10633|15.8.1997 0:00:00|11627,99|Австрия|Gumbar Gummibarchen|Кондитерские изделия|Россия|7
10678|23.9.1997 0:00:00|38000,00|США|Gumbar Gummibarchen|Кондитерские изделия|Россия|7
10695|7.10.1997 0:00:00|1520,00|Финляндия|Gumbar Gummibarchen|Кондитерские изделия|Россия|7
10718|27.10.1997 0:00:00|13680,00|Германия|Gumbar Gummibarchen|Кондитерские изделия|Россия|1
10968|23.3.1998 0:00:00|11400,00|Австрия|Gumbar Gummibarchen|Кондитерские изделия|Россия|1
10979|26.3.1998 0:00:00|7600,00|Австрия|Gumbar Gummibarchen|Кондитерские изделия|Россия|8
11018|13.4.1998 0:00:00|7600,00|США|Gumbar Gummibarchen|Кондитерские изделия|Россия|4
11046|23.4.1998 0:00:00|7219,99|Германия|Gumbar Gummibarchen|Кондитерские изделия|Россия|8
11049|24.4.1998 0:00:00|1215,99|Бразилия|Gumbar Gummibarchen|Кондитерские изделия|Россия|3
11077|6.5.1998 0:00:00|721,99|США|Gumbar Gummibarchen|Кондитерские изделия|Россия|1
10276|8.8.1996 0:00:00|480,00|Мексика|Schoggi Schokolade|Кондитерские изделия|Россия|8
10291|27.8.1996 0:00:00|863,99|Бразилия|Schoggi Schokolade|Кондитерские изделия|Россия|6
10325|9.10.1996 0:00:00|576,00|Германия|Schoggi Schokolade|Кондитерские изделия|Россия|1
10383|16.12.1996 0:00:00|960,00|Великобритания|Schoggi Schokolade|Кондитерские изделия|Россия|4
10391|23.12.1996 0:00:00|864,00|Германия|Schoggi Schokolade|Кондитерские изделия|Россия|3
10394|25.12.1996 0:00:00|480,00|США|Schoggi Schokolade|Кондитерские изделия|Россия|1
10420|21.1.1997 0:00:00|86,39|Бразилия|Schoggi Schokolade|Кондитерские изделия|Россия|3
10462|3.3.1997 0:00:00|48,00|Великобритания|Schoggi Schokolade|Кондитерские изделия|Россия|2
10508|16.4.1997 0:00:00|600,00|Германия|Schoggi Schokolade|Кондитерские изделия|Россия|1
10526|5.5.1997 0:00:00|600,00|Финляндия|Schoggi Schokolade|Кондитерские изделия|Россия|4
10539|16.5.1997 0:00:00|480,00|Великобритания|Schoggi Schokolade|Кондитерские изделия|Россия|6
10601|16.7.1997 0:00:00|3600,00|Венесуэлла|Schoggi Schokolade|Кондитерские изделия|Россия|7
10613|29.7.1997 0:00:00|431,99|Венесуэлла|Schoggi Schokolade|Кондитерские изделия|Россия|4
10633|15.8.1997 0:00:00|662,99|Австрия|Schoggi Schokolade|Кондитерские изделия|Россия|7
10737|11.11.1997 0:00:00|240,00|Франция|Schoggi Schokolade|Кондитерские изделия|Россия|2
10746|19.11.1997 0:00:00|360,00|Швейцария|Schoggi Schokolade|Кондитерские изделия|Россия|1
10799|26.12.1997 0:00:00|1019,99|Германия|Schoggi Schokolade|Кондитерские изделия|Россия|9
10810|1.1.1998 0:00:00|420,00|Канада|Schoggi Schokolade|Кондитерские изделия|Россия|2
10829|13.1.1998 0:00:00|600,00|Великобритания|Schoggi Schokolade|Кондитерские изделия|Россия|9
10832|14.1.1998 0:00:00|143,99|Франция|Schoggi Schokolade|Кондитерские изделия|Россия|2
10837|16.1.1998 0:00:00|360,00|Швеция|Schoggi Schokolade|Кондитерские изделия|Россия|9
10854|27.1.1998 0:00:00|3314,99|Австрия|Schoggi Schokolade|Кондитерские изделия|Россия|3
10894|18.2.1998 0:00:00|1595,99|США|Schoggi Schokolade|Кондитерские изделия|Россия|1
10898|20.2.1998 0:00:00|300,00|Аргентина|Schoggi Schokolade|Кондитерские изделия|Россия|4
10903|24.2.1998 0:00:00|2400,00|Бразилия|Schoggi Schokolade|Кондитерские изделия|Россия|3
10926|4.3.1998 0:00:00|600,00|Мексика|Schoggi Schokolade|Кондитерские изделия|Россия|4
10931|6.3.1998 0:00:00|2141,99|Швейцария|Schoggi Schokolade|Кондитерские изделия|Россия|4
10938|10.3.1998 0:00:00|900,00|Германия|Schoggi Schokolade|Кондитерские изделия|Россия|3
10940|11.3.1998 0:00:00|1200,00|Франция|Schoggi Schokolade|Кондитерские изделия|Россия|8
10943|11.3.1998 0:00:00|900,00|Великобритания|Schoggi Schokolade|Кондитерские изделия|Россия|4
10945|12.3.1998 0:00:00|1200,00|Германия|Schoggi Schokolade|Кондитерские изделия|Россия|4
10962|19.3.1998 0:00:00|4620,00|Германия|Schoggi Schokolade|Кондитерские изделия|Россия|8
10983|27.3.1998 0:00:00|4283,99|США|Schoggi Schokolade|Кондитерские изделия|Россия|2
11002|6.4.1998 0:00:00|3360,00|США|Schoggi Schokolade|Кондитерские изделия|Россия|4
11025|15.4.1998 0:00:00|1079,99|Финляндия|Schoggi Schokolade|Кондитерские изделия|Россия|6
11031|17.4.1998 0:00:00|4800,00|США|Schoggi Schokolade|Кондитерские изделия|Россия|6
11036|20.4.1998 0:00:00|420,00|Германия|Schoggi Schokolade|Кондитерские изделия|Россия|8
11059|29.4.1998 0:00:00|1800,00|Бразилия|Schoggi Schokolade|Кондитерские изделия|Россия|2
11071|5.5.1998 0:00:00|569,99|Венесуэлла|Schoggi Schokolade|Кондитерские изделия|Россия|1
11077|6.5.1998 0:00:00|240,00|США|Schoggi Schokolade|Кондитерские изделия|Россия|1
10251|8.7.1996 0:00:00|957,59|Франция|Scottish Longbreads|Кондитерские изделия|Великобритания|3
10435|4.2.1997 0:00:00|2016,00|Великобритания|Scottish Longbreads|Кондитерские изделия|Великобритания|8
10553|30.5.1997 0:00:00|5040,00|Финляндия|Scottish Longbreads|Кондитерские изделия|Великобритания|2
10603|18.7.1997 0:00:00|10080,00|США|Scottish Longbreads|Кондитерские изделия|Великобритания|8
10619|4.8.1997 0:00:00|8400,00|Канада|Scottish Longbreads|Кондитерские изделия|Великобритания|3
10635|18.8.1997 0:00:00|8400,00|Италия|Scottish Longbreads|Кондитерские изделия|Великобритания|8
10648|28.8.1997 0:00:00|3150,00|Бразилия|Scottish Longbreads|Кондитерские изделия|Великобритания|5
10651|1.9.1997 0:00:00|3150,00|Германия|Scottish Longbreads|Кондитерские изделия|Великобритания|8
10692|3.10.1997 0:00:00|11250,00|Бельгия|Scottish Longbreads|Кондитерские изделия|Великобритания|8
10763|3.12.1997 0:00:00|1260,00|Франция|Scottish Longbreads|Кондитерские изделия|Великобритания|3
10768|8.12.1997 0:00:00|840,00|Великобритания|Scottish Longbreads|Кондитерские изделия|Великобритания|3
10836|16.1.1998 0:00:00|10920,00|Австрия|Scottish Longbreads|Кондитерские изделия|Великобритания|7
10844|21.1.1998 0:00:00|7350,00|Австрия|Scottish Longbreads|Кондитерские изделия|Великобритания|8
10943|11.3.1998 0:00:00|4410,00|Великобритания|Scottish Longbreads|Кондитерские изделия|Великобритания|4
11001|6.4.1998 0:00:00|5250,00|Швеция|Scottish Longbreads|Кондитерские изделия|Великобритания|2
10403|3.1.1997 0:00:00|6068,99|Австрия|Zaanse koeken|Кондитерские изделия|Нидерланды|4
10453|21.2.1997 0:00:00|1376,99|Великобритания|Zaanse koeken|Кондитерские изделия|Нидерланды|1
10507|15.4.1997 0:00:00|1625,62|Мексика|Zaanse koeken|Кондитерские изделия|Нидерланды|7
10604|18.7.1997 0:00:00|688,49|Португалия|Zaanse koeken|Кондитерские изделия|Нидерланды|1
10704|14.10.1997 0:00:00|3060,00|Бразилия|Zaanse koeken|Кондитерские изделия|Нидерланды|6
10814|5.1.1998 0:00:00|866,99|Франция|Zaanse koeken|Кондитерские изделия|Нидерланды|3
10253|10.7.1996 0:00:00|6400,00|Бразилия|Chocolade|Кондитерские изделия|Великобритания|3
10290|27.8.1996 0:00:00|2400,00|Бразилия|Chocolade|Кондитерские изделия|Великобритания|8
10304|12.9.1996 0:00:00|4800,00|Мексика|Chocolade|Кондитерские изделия|Великобритания|1
10360|22.11.1996 0:00:00|5600,00|Франция|Chocolade|Кондитерские изделия|Великобритания|4
10400|1.1.1997 0:00:00|4800,00|Великобритания|Chocolade|Кондитерские изделия|Великобритания|1
10404|3.1.1997 0:00:00|4559,99|Италия|Chocolade|Кондитерские изделия|Великобритания|2
10456|25.2.1997 0:00:00|2855,99|Германия|Chocolade|Кондитерские изделия|Великобритания|8
10481|20.3.1997 0:00:00|3840,00|Бразилия|Chocolade|Кондитерские изделия|Великобритания|8
10499|8.4.1997 0:00:00|5000,00|Венесуэлла|Chocolade|Кондитерские изделия|Великобритания|4
